,url,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_underscore,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolon,nb_dollar,nb_space,nb_www,nb_com,nb_tilde,url_length,length_hostname,ratio_digits_url,ratio_digits_host,web_traffic,ip_present,prefix_suffix,https_token,domain_age,dns_record,tiny_url,redirection,url_depth,protocol,protocol_count,special_char,status
19,http://torcache.net/torrent/638085FC8E7C68F9CAF923E61B61806AFF1AED7B.torrent?title=[kickass.to]vikings.season.2.complete.720p.hdtv.x264.mkv.ac3.5.1.ehhhh,14,0,0,1,0,0,0,0,4,0,1,0,0,0,0,1,0,0,153,12,0.21569,0.0,1029264,1,0,0,3865,1,0,0,2,1,1,4,legitimate
20,https://twitter.com/share?url=http%3A%2F%2Fhubpages.com%2Fhub%2FThe-Motherpeace-Round-Tarot-Deck-Suit-of-Wands&text=Motherpeace+Round+Tarot+Cards+Suit+of+Wands,2,7,0,1,1,0,0,5,3,0,1,0,0,0,0,2,0,0,159,11,0.03145,0.0,39,1,0,1,7981,1,0,0,1,0,2,4,legitimate
21,http://olx.in/m/posting/?type=adding&ref%5B0%5D%5Bparams%5D%5Bcategory%5D=4&ref%5B0%5D%5Baction%5D=index&ref%5B0%5D%5Bmethod%5D=category,1,0,0,1,3,0,0,14,5,0,1,0,0,0,0,0,0,0,136,6,0.13235,0.0,1017,1,0,0,0,1,0,0,2,1,1,8,legitimate
22,http://pastehtml.com/view/bfo7mrgd6.html,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,40,13,0.05,0.0,1585374,1,0,0,0,1,0,0,2,1,1,0,phishing
23,http://bongda88.info/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.6.0&ver=4.2.2,6,2,0,1,1,0,0,0,8,0,1,0,0,0,0,0,0,0,96,13,0.08333,0.15385,0,1,0,0,570,1,0,0,6,1,1,4,legitimate
24,http://akfjsh.com/images/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,5,1,0,2,1,0,0,0,10,0,1,0,1,0,0,1,0,0,94,10,0.02128,0.0,0,1,0,0,0,1,0,0,1,1,1,6,phishing
25,http://censor.net.ua/photo_news/335296/apellyatsionnyyi_sud_kieva_ostavil_pod_strajeyi_komandira_roty_harkovskogo_berkuta_shapovalova_fotoreportaj,2,0,0,0,0,0,12,0,5,0,1,0,0,0,0,0,0,0,146,13,0.0411,0.0,689033,1,0,0,0,1,0,0,3,1,1,12,legitimate
26,http://tune.pk/video/6050543/how-to-create-addon-domain-in-cpanel-and-store-multiple-websites-in-one-hosting,1,13,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,108,7,0.06481,0.0,129740,1,0,0,0,1,0,0,3,1,1,0,legitimate
27,http://eee.oomsn.asia/login/en/login.html,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,41,14,0.0,0.0,0,0,0,0,0,1,0,0,3,1,1,0,phishing
28,http://tinnhanh360.net/sau-vu-khi-my-%E2%80%98hoc-lom%E2%80%99-cua-phat-xit-duc.html,2,9,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,84,15,0.15476,0.2,0,0,0,0,0,0,0,0,1,1,1,0,legitimate
29,http://lacritiqueautomobile.com//wp-content/plugins/ambientedeseguranca/bradesco.com.br/,3,1,0,0,0,0,0,0,8,0,1,0,0,0,0,2,0,0,88,24,0.0,0.0,0,0,0,0,0,0,0,1,4,1,1,0,phishing
30,http://fb.com.accounts.login.userid.356938.fbsbk.com/wed15/,7,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,59,45,0.13559,0.13333,0,0,0,0,0,0,0,0,1,1,1,0,phishing
31,http://motthegioi.vn/kien-thuc-pho-thong/10-chuc-nang-co-the-tiep-tuc-hoat-dong-sau-khi-chet-188298.html,2,15,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,104,13,0.07692,0.0,0,0,0,0,0,1,0,0,2,1,1,0,legitimate
32,http://thenextweb.com/google/2014/05/27/google-starts-blocking-extensions-chrome-web-store-windows-users-disables-installed-ones/gtm.start/,2,11,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,139,14,0.05755,0.0,7200,1,0,0,0,1,0,0,6,1,1,0,legitimate
33,http://icicibank.com/Personal-Banking/offers/offer-detail.page?id=offer--mobile-banking-speaker-promo-20150505171918974,2,8,0,1,0,0,0,0,5,0,1,0,0,0,0,1,0,0,119,13,0.14286,0.0,245,1,0,0,0,1,0,0,3,1,1,2,legitimate
34,http://indianexpress.com/article/trending/viral-video-security-footage-captures-cute-koala-bear-strolling-in-hospital/,1,10,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,118,17,0.0,0.0,550,1,0,0,7131,1,0,0,3,1,1,0,legitimate
35,http://grantland.com/the-triangle/mlb-national-league-designated-hitter-debate-adam-wainwright/,1,8,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,95,13,0.0,0.0,94980,1,0,0,8934,1,0,0,2,1,1,0,legitimate
36,http://tobogo.net/cdsb/board.php?board=comic&bm=view&no=231&category=&auth=&page=1&search=&keyword=&recom=,2,0,0,1,8,0,0,0,4,0,1,0,0,0,0,0,0,0,106,10,0.03774,0.0,0,1,0,0,1574,1,0,0,2,1,1,18,legitimate
37,http://torcache.net/torrent/90BD758681055E951D4B20EC0B3ADC295B8A134F.torrent?title=[kickass.to]chappie.2015.web.dl.x264.rarbg,8,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,125,12,0.264,0.0,1029264,1,0,0,3865,1,0,0,2,1,1,4,legitimate
38,http://www.wahstatus.com/wg-jodrin.php,3,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,38,17,0.0,0.0,1771132,1,0,0,2612,1,0,0,1,1,1,0,phishing
39,http://buzzfil.net/article/5648/photo-look/19-photos-qui-montrent-combien-les-papas-peuvent-etre-attentionnes-3.html?href=inner_website,2,11,0,1,0,0,1,0,6,0,1,0,0,0,0,0,0,0,135,11,0.05185,0.0,0,1,0,0,2483,1,0,0,4,1,1,3,legitimate
40,http://www.garyluxmusic.com/Sign_in.html,3,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,1,0,40,20,0.0,0.0,0,1,0,0,0,1,0,0,1,1,1,1,phishing
41,http://www.spknd.com/wp-content/chaseonline/Logon.aspx/,3,1,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,55,13,0.0,0.0,0,1,0,0,2428,1,0,0,3,1,1,0,phishing
42,http://www.precisioncut.com.mx/administrator/components/com_content/elements/tt/best/,3,0,0,0,0,0,1,0,9,0,1,0,0,0,0,1,1,0,85,23,0.0,0.0,0,1,0,0,0,1,1,0,6,1,1,1,phishing
43,http://1337x.to/torrent/1094248/Marvels-Agents-of-S-H-I-E-L-D-S02E12-HDTV-x264-KILLERS-ettv/,1,13,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,92,8,0.19565,0.5,507,1,0,0,0,1,0,0,3,1,1,0,legitimate
44,http://www.pirazzoliwines.com/wp-admin/cgi-bin/2a66eaa9c1e5cd8df7d0f25f320020a9/,2,2,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,80,22,0.225,0.0,0,1,0,0,2714,1,0,0,3,1,1,0,phishing
45,http://www.pirazzoliwines.com/wp-admin/cgi-bin/363a3f6464ada1c8c63efd74871e418e/,2,2,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,80,22,0.25,0.0,0,1,0,0,2714,1,0,0,3,1,1,0,phishing
46,http://pastehtml.com/view/bg3gxzxmn.html,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,40,13,0.025,0.0,1585374,1,0,0,0,1,0,0,2,1,1,0,phishing
47,http://us.battle.net.ok.ttweb.asia/login/en/login.html?app=wam&amp;ref=https:/www.battle.net/account/&amp;eor=0&amp;app=bam,8,0,0,1,3,0,0,0,8,0,2,0,3,0,0,0,1,0,123,27,0.00813,0.0,0,0,0,0,0,1,0,0,3,1,2,11,phishing
48,http://109.123.69.62/a1768ef7c48643bbf1f531481bcfdbaa/,3,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,54,13,0.5,0.76923,0,1,0,0,4925,1,0,0,1,1,1,0,phishing
49,http://emgn.com/entertainment/13-adorable-owl-photos-captured-by-a-master-bird-photographer/,1,9,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,92,8,0.02174,0.0,0,0,0,0,6369,1,0,0,2,1,1,0,legitimate
50,http://us.battle.net.login.en.eb-login.com/login/en/login.html?app=wam&amp;ref=https://www.worldofwarcraft.com/account/&amp;eor=0&amp;app=bam/,9,1,0,1,3,0,0,0,10,0,2,0,3,0,0,2,1,0,142,35,0.00704,0.0,0,0,1,0,0,0,1,1,3,1,2,11,phishing
51,http://techcrunch.com/video/crunchweek-with-alex-wilhelm-ingrid-lunden-jon-shieber-with-mike-butcher/518810656/,1,10,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,111,14,0.08108,0.0,427,1,0,0,0,1,0,0,3,1,1,0,legitimate
52,http://www.pirazzoliwines.com/wp-admin/cgi-bin/4a7a55a2ccc2f4d644caa2e6074d1a78/login_verify2_email.htm,3,2,0,0,0,0,2,0,6,0,1,0,0,0,0,1,1,0,103,22,0.18447,0.0,0,1,0,0,2714,1,0,0,4,1,1,2,phishing
53,http://www.wellkomputindo.com/wp-content/setting-up/serverenabaleing/Yahoo!AccountVerification.htm,3,2,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,98,22,0.0,0.0,0,1,0,0,0,1,0,0,4,1,1,0,phishing
54,http://himado.in/?keyword=%E3%81%BE%E3%81%97%E3%82%8D%E8%89%B2%E3%82%B7%E3%83%B3%E3%83%95%E3%82%A9%E3%83%8B%E3%83%BC,1,0,0,1,0,0,0,30,3,0,1,0,0,0,0,0,0,0,116,9,0.34483,0.0,5780,1,0,0,0,1,0,0,0,1,1,2,legitimate
55,http://ap.org/Content/Press-Release/2012/AP-and-Chelsea-Football-Club-in-photo-distribution-agreement,1,9,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,101,6,0.0396,0.0,2716,1,0,0,0,1,0,0,4,1,1,0,legitimate
56,http://pastehtml.com/view/bdl873wis.html,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,40,13,0.075,0.0,1585374,1,0,0,0,1,0,0,2,1,1,0,phishing
57,https://ifttt.com/recipes/8978-use-instagram-to-update-your-twitter-profile-picture,1,8,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,83,9,0.04819,0.0,6832,1,0,1,4519,1,1,0,2,0,1,0,legitimate
58,http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify9.id-app7.net/identify-customer=LqsCVpkxzHoTPuErLjU9uIxLs2SOgqoxyh1mLzoE7jo6TgpUBUruxbvRoJw5ZXRBzBcuBDZVPsTrU2woNfQaJDJ89U5FGQ3Dxyqa/,10,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,199,72,0.06533,0.02778,0,0,1,0,0,0,0,0,1,1,1,1,phishing
59,http://pastehtml.com/view/b8597on8r.html,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,40,13,0.125,0.0,1585374,1,0,0,0,1,0,0,2,1,1,0,phishing
60,http://perezhilton.com/2015-05-11-amber-rose-machine-gun-kelly-date-night-mothers-day-new-york/?from=readmore_perezhilton&,1,13,0,1,1,0,1,0,4,0,1,0,0,0,0,1,0,0,122,15,0.06557,0.0,6033,1,0,0,6137,1,0,0,1,1,1,4,legitimate
61,http://us.battle.net.login.en.qe-rs.com/login/en/login.html?app=wam&amp;amp=3Bref=battle.net/account/&amp;amp=3Beor=0&amp;amp=3Bapp=bam,8,1,0,1,3,0,0,0,7,0,1,0,3,0,0,1,0,0,135,32,0.02963,0.0,0,0,1,0,0,0,0,0,3,1,1,14,phishing
62,http://mail.btcoinasia.com/~beautyvt/Update-your-account/itunes.Apple/itunes.Apple/Login/,4,2,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,1,89,19,0.0,0.0,0,0,0,0,2939,1,0,0,5,1,1,0,phishing
63,http://remax.flowersmaidonline.com/latestremaxauctions.off2u.com/auction.properties/index.html,6,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,0,94,27,0.01064,0.0,0,0,0,0,0,0,0,0,3,1,1,0,phishing
64,http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%B3%E3%82%B9%E3%83%97%E3%83%AC%E3%83%BB%E5%88%B6%E6%9C%8D%E7%B3%BB%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2F0VdvXyMFXsw6K9o8+JK%E3%81%AE%E3%82%AA%E3%83%8A%E3%83%8B%E3%83%BC+%23ero+%23douga+%23agesage,2,1,0,1,0,0,0,65,3,0,1,0,0,0,0,1,0,0,282,11,0.30142,0.0,39,1,0,0,7981,1,0,0,1,1,2,2,legitimate
65,http://otomoto.pl/oferta/bmw-seria-3-bmw-e46-320d-zadbana-xenon-podgrzewane-fotele-ID6y4niR.html,2,10,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,96,10,0.08333,0.0,2629,1,0,0,0,1,0,0,2,1,1,0,legitimate
66,http://www.theelixirusa.com/shop/fr1112220782726278259642742852356417514563186414175928602762875286529/18716087161896579254852636236247258276592862027620275274875245238623471487151/account/,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,1,0,189,20,0.7619,0.0,2754813,1,0,0,4232,1,0,0,4,1,1,0,phishing
67,http://www.emepe.com.br/www.paypal.fr/,5,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,2,0,38,16,0.0,0.0,0,1,0,0,4307,1,0,0,1,1,1,0,phishing
68,http://distractify.com/post/related/id/5547f2964a0c4b9e6b941a8c/skip/10/limit/10/back/0,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,1,0,0,87,15,0.24138,0.0,7213,1,0,0,3224,1,0,0,10,1,1,0,legitimate
69,http://pikabu.ru/tag/%D0%9C%D0%B5%D1%80%D0%B8%D0%BB%D0%B8%D0%BD%20%D0%9C%D0%BE%D0%BD%D1%80%D0%BE/hot,1,0,0,0,0,0,0,25,5,0,1,0,0,0,0,0,0,0,100,9,0.23,0.0,1519,1,0,0,0,1,0,0,3,1,1,0,legitimate
70,https://spreadsheets.google.com/spreadsheet/formResponse?formkey=dF9IbUh2RjMxNEtuNmxVNHhxVlQ5eEE6MQ&amp;theme=0AX42CRMsmRFbUy01NDlkNjAyZC1hYmMyLTQ4NDItODkxMy1kZjYwZGYxZGE5ZTY&amp;embedded=true&amp;ifq,2,0,0,1,3,0,0,0,4,0,1,0,3,0,0,1,0,0,200,23,0.065,0.0,1,1,0,1,8839,1,0,0,2,0,1,10,phishing
71,http://pastehtml.com/view/beyu0ib15.html,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,40,13,0.075,0.0,1585374,1,0,0,0,1,0,0,2,1,1,0,phishing
72,http://mylust.com/videos/66863/indonesian-chubby-whore-prima-has-the-biggest-tits-i-d-ever-seen/,1,11,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,96,10,0.05208,0.0,31465,1,0,0,6217,1,1,0,3,1,1,0,legitimate
73,http://www.martin-busker.de/administrator/help/en-GB/css/Facture/a702c51f85e6372ce2b66b91f06c0e7b/f03d64bb07d6ca1f451da635417a8a3a/particuliers-45636.php,3,3,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0,153,20,0.28758,0.0,0,1,1,0,0,1,0,0,8,1,1,0,phishing
74,http://gizmodo.com/5273939/wiimotish-xbox-360-gametrak-freedom-dated-for-october-15,1,8,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,83,11,0.14458,0.0,1314,1,0,0,7089,1,0,0,2,1,1,0,legitimate
75,http://otomoto.pl/osobowe/skoda/superb/i-2001-2008/?search%5Bfilter_enum_transmission%5D%5B0%5D=front-wheel,1,3,0,1,0,0,2,4,7,0,1,0,0,0,0,0,0,0,107,10,0.1215,0.0,2629,1,0,0,0,1,0,0,4,1,1,4,legitimate
76,http://www.huntexedge.com/graphics/outlines/user/outlook/hot.htm,3,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,1,0,64,18,0.0,0.0,0,1,0,0,0,1,0,0,5,1,1,0,phishing
77,http://66.184.94.210/paypal/payment.php,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,39,13,0.25641,0.76923,0,1,0,0,0,1,0,0,2,1,1,0,phishing
78,http://www.redirectalink.com/blog/wp-content/plugins/Official%20Apple%20Store%20Assistance/f23a3631154ea0479eecdb269eb88a97/,2,1,0,0,0,0,0,3,8,0,1,0,0,0,0,1,1,0,124,21,0.20968,0.0,0,1,0,0,4640,1,0,0,5,1,1,0,phishing
79,http://allegro.pl/show_item.php?item=5168029413&sh_dwh_token=d0b6dd74a8394345128e20d296cb1c5e,2,0,0,1,1,0,3,0,3,0,1,0,0,0,0,0,0,0,93,10,0.33333,0.0,361,1,0,0,0,1,0,0,1,1,1,7,legitimate
80,http://pastehtml.com/view/beo5y91kq.html,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,40,13,0.075,0.0,1585374,1,0,0,0,1,0,0,2,1,1,0,phishing
81,http://us.diablo.net.login.account.zh-tvu.in/,6,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,45,37,0.0,0.0,0,0,1,0,0,1,0,0,0,1,1,0,phishing
82,http://api.yontoo.com/getclientdata.ashx?key=null&amp;id=b2af1809-361c-40e7-b5b9-a0473e71ab31&amp;loc=http:/www.ebay.com/itm/womens-juniors-off-white-american-eagle-puffer-coat-w-fur-trim-hood-size-m-/110967312041?pt=us_csa_,5,18,0,2,2,0,2,0,7,0,2,0,2,0,0,2,1,0,224,14,0.14732,0.0,0,1,0,0,5356,1,0,0,1,1,2,12,phishing
83,http://mic.com/articles/112886/a-pair-of-entrepreneurs-want-to-make-sure-every-woman-gets-the-pleasure-she-deserves,1,14,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,115,7,0.05217,0.0,28928,1,0,0,0,1,0,0,3,1,1,0,legitimate
84,http://sofotosbook.com.br/topform/44dc0543833e77f01b9645325826c5db/,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,67,18,0.35821,0.0,0,0,0,0,0,1,0,0,2,1,1,0,phishing
85,http://www.techrefrigeration.com/wp-includes/Text/Diff/Data/,2,1,0,0,0,0,0,0,7,0,1,0,0,0,0,1,1,0,60,25,0.0,0.0,0,1,0,0,7736,1,0,0,4,1,1,0,phishing
86,http://ap.org/Content/AP-In-The-News/2013/Nuke-missile-crews-cite-morale-sapping-pressures,1,9,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,90,6,0.04444,0.0,2716,1,0,0,0,1,0,0,4,1,1,0,legitimate
87,http://digg.com/video/what-seems-like-a-guy-singing-to-ants-abruptly-becomes-a-really-gross-dare,1,13,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,96,8,0.0,0.0,1617,1,0,0,0,1,0,0,2,1,1,0,legitimate
88,http://pikabu.ru/tag/%D0%BF%D0%B8%D1%80%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0/hot,1,0,0,0,0,0,0,22,5,0,1,0,0,0,0,0,0,0,91,9,0.23077,0.0,1519,1,0,0,0,1,0,0,3,1,1,0,legitimate
89,http://novy.email.cz/download/i/UHaZKSL7zfQDAZg_FDGez_3oTEuBvlx_tdyRtX4JVIJBLCyEzo0Ru6qZ7KO2Jfgv87EEu-k/Restore%20Your%20Account.html,3,1,0,0,0,0,3,2,6,0,1,0,0,0,0,0,0,0,133,13,0.09774,0.0,10719,0,0,0,0,1,0,0,4,1,1,3,phishing
90,http://bleacherreport.com/articles/2331687-nfc-championship-game-2015-draftkings-fantasy-guide-for-packers-vs-seahawks,1,11,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,118,18,0.09322,0.0,998,1,0,0,0,1,1,0,2,1,1,0,legitimate
91,http://us.battle.net.login.en.ttweb.asia/login/en/login.html?app=wam&amp;ref=https://www.battle.net/account/&amp;eor=0&amp;app=bam,9,0,0,1,3,0,0,0,9,0,2,0,3,0,0,0,1,0,130,33,0.00769,0.0,0,0,0,0,0,1,0,1,3,1,2,11,phishing
92,http://extratorrent.cc/torrent/4191051/Project+Almanac+2015+BDRip+720p+x264+AC3+English+Latino+URBiN4HD+Eng+Spa+Subs.html,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,121,15,0.15702,0.0,288736,1,0,0,0,1,0,0,3,1,1,0,legitimate
93,http://sanaltur.sporas.com.tr/email.html,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,40,22,0.0,0.0,0,0,0,0,0,1,0,0,1,1,1,0,phishing
94,http://emgn.com/tv/this-angelic-cover-of-all-of-me-by-madison-tevlin-will-move-you/,1,12,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,83,8,0.0,0.0,0,0,0,0,6369,1,0,0,2,1,1,0,legitimate
95,https://176.62.193.17:8443/sitepreview/http/laurasmith.tk/picture_library/stgeonlinejamenowithme/stgeonlinejamenowithme/inputCustDetails.jsf.htm,6,0,0,0,0,0,1,0,9,0,2,0,0,0,0,0,0,0,144,18,0.09722,0.77778,0,0,0,1,0,1,0,0,7,0,2,1,phishing
96,http://us.battle.net.login.en.rb-login.com/login/en/login.html?app=wam&amp;ref=https://www.worldofwarcraft.com/account/&amp;eor=0&amp;app=bam/,9,1,0,1,3,0,0,0,10,0,2,0,3,0,0,2,1,0,142,35,0.00704,0.0,0,0,1,0,0,1,1,1,3,1,2,11,phishing
